"Time","Flags O2_Air","Value O2_Air","Unit O2_Air","Temp O2_Air","T.Unit O2_Air","Flags 02_2","Value 02_2","Unit 02_2","Temp 02_2","T.Unit 02_2","Flags O2_3","Value O2_3","Unit O2_3","Temp O2_3","T.Unit O2_3","Flags O2_4","Value O2_4","Unit O2_4","Temp O2_4","T.Unit O2_4","Flags pH_1","Value pH_1","Unit pH_1","Temp pH_1","T.Unit pH_1","Flags pH_2","Value pH_2","Unit pH_2","Temp pH_2","T.Unit pH_2","Flags pH_3","Value pH_3","Unit pH_3","Temp pH_3","T.Unit pH_3","Flags pH_4","Value pH_4","Unit pH_4","Temp pH_4","T.Unit pH_4","D130"
"11/03/2015 12:40:30","0","54,3","mV","25,0","°C","0","-797,5","mV","25,0","°C","16","0,2","mV","22,8","°C","0","-899,0","mV","25,0","°C","16","5,2","mV","25,4","°C","0","0,0","mV","25,0","°C","0","-1,1","mV","25,0","°C","0","2,7","mV","25,0","°C",""
"11/03/2015 12:40:50","0","54,3","mV","25,0","°C","0","-785,7","mV","25,0","°C","16","0,2","mV","22,8","°C","0","-884,5","mV","25,0","°C","16","5,6","mV","25,3","°C","0","0,4","mV","25,0","°C","0","-0,8","mV","25,0","°C","0","2,9","mV","25,0","°C",""
"11/03/2015 12:41:10","0","54,3","mV","25,0","°C","0","-800,5","mV","25,0","°C","16","0,3","mV","22,8","°C","0","-901,4","mV","25,0","°C","16","5,2","mV","25,4","°C","0","0,1","mV","25,0","°C","0","-1,0","mV","25,0","°C","0","2,8","mV","25,0","°C",""
"11/03/2015 12:41:30","0","54,3","mV","25,0","°C","0","-798,7","mV","25,0","°C","16","0,2","mV","22,8","°C","0","-903,6","mV","25,0","°C","16","5,0","mV","25,3","°C","0","-0,2","mV","25,0","°C","0","-1,0","mV","25,0","°C","0","2,7","mV","25,0","°C",""
"11/03/2015 12:41:50","0","54,3","mV","25,0","°C","0","-793,9","mV","25,0","°C","16","0,3","mV","22,7","°C","0","-891,1","mV","25,0","°C","16","5,4","mV","25,3","°C","0","0,1","mV","25,0","°C","0","-0,9","mV","25,0","°C","0","2,8","mV","25,0","°C",""
"11/03/2015 12:42:10","0","54,3","mV","25,0","°C","0","-791,4","mV","25,0","°C","16","0,3","mV","22,6","°C","0","-895,8","mV","25,0","°C","16","5,3","mV","25,3","°C","0","0,0","mV","25,0","°C","0","-1,0","mV","25,0","°C","0","2,8","mV","25,0","°C",""
"11/03/2015 12:42:30","0","54,3","mV","25,0","°C","0","-800,5","mV","25,0","°C","16","0,2","mV","22,6","°C","0","-907,1","mV","25,0","°C","16","5,0","mV","25,4","°C","0","-0,2","mV","25,0","°C","0","-1,2","mV","25,0","°C","0","2,6","mV","25,0","°C",""
"11/03/2015 12:42:50","0","54,3","mV","25,0","°C","0","-795,9","mV","25,0","°C","16","0,2","mV","22,5","°C","0","-907,7","mV","25,0","°C","16","4,8","mV","25,3","°C","0","-0,5","mV","25,0","°C","0","-1,4","mV","25,0","°C","0","2,5","mV","25,0","°C",""
"11/03/2015 12:43:10","0","54,3","mV","25,0","°C","0","-789,3","mV","25,0","°C","16","0,2","mV","22,4","°C","0","-898,5","mV","25,0","°C","16","4,8","mV","25,4","°C","0","-0,4","mV","25,0","°C","0","-1,3","mV","25,0","°C","0","2,4","mV","25,0","°C",""
"11/03/2015 12:43:30","0","54,3","mV","25,0","°C","0","-787,6","mV","25,0","°C","16","0,2","mV","22,3","°C","0","-899,1","mV","25,0","°C","16","5,0","mV","25,4","°C","0","-0,3","mV","25,0","°C","0","-1,3","mV","25,0","°C","0","2,3","mV","25,0","°C",""
"11/03/2015 12:43:50","0","54,3","mV","25,0","°C","0","-798,8","mV","25,0","°C","16","0,3","mV","22,3","°C","0","-907,6","mV","25,0","°C","16","5,1","mV","25,3","°C","0","-0,2","mV","25,0","°C","0","-1,2","mV","25,0","°C","0","2,5","mV","25,0","°C",""
"11/03/2015 12:44:10","0","54,3","mV","25,0","°C","0","-799,5","mV","25,0","°C","16","0,3","mV","22,2","°C","0","-908,5","mV","25,0","°C","16","5,1","mV","25,5","°C","0","-0,2","mV","25,0","°C","0","-1,1","mV","25,0","°C","0","2,4","mV","25,0","°C",""
"11/03/2015 12:44:30","0","54,3","mV","25,0","°C","0","-805,0","mV","25,0","°C","16","0,2","mV","22,2","°C","0","-917,1","mV","25,0","°C","16","4,8","mV","25,4","°C","0","-0,5","mV","25,0","°C","0","-1,4","mV","25,0","°C","0","2,2","mV","25,0","°C",""
"11/03/2015 12:44:50","0","54,3","mV","25,0","°C","0","-788,7","mV","25,0","°C","16","0,2","mV","22,2","°C","0","-899,1","mV","25,0","°C","16","5,2","mV","25,4","°C","0","-0,2","mV","25,0","°C","0","-1,1","mV","25,0","°C","0","2,4","mV","25,0","°C",""
"11/03/2015 12:45:10","0","54,3","mV","25,0","°C","0","-804,6","mV","25,0","°C","16","0,3","mV","22,3","°C","0","-913,2","mV","25,0","°C","16","5,0","mV","25,5","°C","0","-0,4","mV","25,0","°C","0","-1,3","mV","25,0","°C","0","2,1","mV","25,0","°C",""
"11/03/2015 12:45:30","0","54,3","mV","25,0","°C","0","-789,4","mV","25,0","°C","16","0,2","mV","22,2","°C","0","-898,8","mV","25,0","°C","16","5,3","mV","25,4","°C","0","-0,1","mV","25,0","°C","0","-1,0","mV","25,0","°C","0","2,3","mV","25,0","°C",""
"11/03/2015 12:45:50","0","54,3","mV","25,0","°C","0","-806,5","mV","25,0","°C","16","0,3","mV","22,3","°C","0","-916,8","mV","25,0","°C","16","4,9","mV","25,5","°C","0","-0,3","mV","25,0","°C","0","-1,2","mV","25,0","°C","0","2,2","mV","25,0","°C",""
"11/03/2015 12:46:10","0","54,3","mV","25,0","°C","0","-791,4","mV","25,0","°C","16","0,2","mV","22,3","°C","0","-902,0","mV","25,0","°C","16","5,1","mV","25,4","°C","0","-0,2","mV","25,0","°C","0","-1,1","mV","25,0","°C","0","2,2","mV","25,0","°C",""
"11/03/2015 12:46:30","0","54,3","mV","25,0","°C","0","-796,0","mV","25,0","°C","16","0,3","mV","22,3","°C","0","-916,8","mV","25,0","°C","16","5,0","mV","25,5","°C","0","-0,2","mV","25,0","°C","0","-1,1","mV","25,0","°C","0","2,3","mV","25,0","°C",""
"11/03/2015 12:46:50","0","54,3","mV","25,0","°C","0","-806,1","mV","25,0","°C","16","0,3","mV","22,3","°C","0","-912,8","mV","25,0","°C","16","5,0","mV","25,5","°C","0","-0,2","mV","25,0","°C","0","-1,2","mV","25,0","°C","0","2,2","mV","25,0","°C",""
"11/03/2015 12:47:10","0","54,3","mV","25,0","°C","0","-799,7","mV","25,0","°C","16","0,2","mV","22,4","°C","0","-910,9","mV","25,0","°C","16","5,0","mV","25,5","°C","0","-0,2","mV","25,0","°C","0","-1,2","mV","25,0","°C","0","2,3","mV","25,0","°C",""
"11/03/2015 12:47:30","0","54,3","mV","25,0","°C","0","-791,9","mV","25,0","°C","16","0,2","mV","22,3","°C","0","-901,0","mV","25,0","°C","16","5,3","mV","25,4","°C","0","0,0","mV","25,0","°C","0","-1,0","mV","25,0","°C","0","2,4","mV","25,0","°C",""
"11/03/2015 12:47:50","0","54,3","mV","25,0","°C","0","-804,6","mV","25,0","°C","16","0,3","mV","22,4","°C","0","-910,4","mV","25,0","°C","16","5,3","mV","25,5","°C","0","0,1","mV","25,0","°C","0","-0,9","mV","25,0","°C","0","2,6","mV","25,0","°C",""
"11/03/2015 12:48:10","0","54,3","mV","25,0","°C","0","-795,7","mV","25,0","°C","16","0,2","mV","22,4","°C","0","-905,9","mV","25,0","°C","16","5,2","mV","25,5","°C","0","-0,1","mV","25,0","°C","0","-1,1","mV","25,0","°C","0","2,3","mV","25,0","°C",""
"11/03/2015 12:48:30","0","54,3","mV","25,0","°C","0","-809,2","mV","25,0","°C","16","0,3","mV","22,4","°C","0","-908,0","mV","25,0","°C","16","5,2","mV","25,4","°C","0","-0,2","mV","25,0","°C","0","-1,1","mV","25,0","°C","0","2,4","mV","25,0","°C",""
"11/03/2015 12:48:50","0","54,3","mV","25,0","°C","0","-793,5","mV","25,0","°C","16","0,2","mV","22,4","°C","0","-902,0","mV","25,0","°C","16","5,3","mV","25,4","°C","0","0,0","mV","25,0","°C","0","-1,0","mV","25,0","°C","0","2,5","mV","25,0","°C",""
"11/03/2015 12:49:10","0","54,3","mV","25,0","°C","0","-793,5","mV","25,0","°C","16","0,2","mV","22,4","°C","0","-899,7","mV","25,0","°C","16","5,5","mV","25,4","°C","0","0,1","mV","25,0","°C","0","-0,8","mV","25,0","°C","0","2,6","mV","25,0","°C",""
"11/03/2015 12:49:30","0","54,4","mV","25,0","°C","0","-804,5","mV","25,0","°C","16","0,3","mV","22,5","°C","0","-908,8","mV","25,0","°C","16","5,4","mV","25,4","°C","0","0,2","mV","25,0","°C","0","-0,8","mV","25,0","°C","0","2,7","mV","25,0","°C",""
"11/03/2015 12:49:50","0","54,3","mV","25,0","°C","0","-810,5","mV","25,0","°C","16","0,2","mV","22,4","°C","0","-917,8","mV","25,0","°C","16","5,1","mV","25,4","°C","0","-0,1","mV","25,0","°C","0","-0,9","mV","25,0","°C","0","2,5","mV","25,0","°C",""
"11/03/2015 12:50:10","0","54,3","mV","25,0","°C","0","-809,2","mV","25,0","°C","16","0,2","mV","22,4","°C","0","-900,2","mV","25,0","°C","16","5,4","mV","25,3","°C","0","0,2","mV","25,0","°C","0","-0,8","mV","25,0","°C","0","2,6","mV","25,0","°C",""
"11/03/2015 12:50:30","0","54,3","mV","25,0","°C","0","-795,8","mV","25,0","°C","16","0,2","mV","22,5","°C","0","-900,3","mV","25,0","°C","16","5,5","mV","25,3","°C","0","0,2","mV","25,0","°C","0","-0,8","mV","25,0","°C","0","2,7","mV","25,0","°C",""
"11/03/2015 12:50:50","0","54,3","mV","25,0","°C","0","-795,9","mV","25,0","°C","16","0,2","mV","22,5","°C","0","-900,2","mV","25,0","°C","16","5,5","mV","25,3","°C","0","0,2","mV","25,0","°C","0","-0,8","mV","25,0","°C","0","2,7","mV","25,0","°C",""
"11/03/2015 12:51:10","0","54,3","mV","25,0","°C","0","-798,7","mV","25,0","°C","16","0,2","mV","22,5","°C","0","-901,7","mV","25,0","°C","16","5,6","mV","25,4","°C","0","0,0","mV","25,0","°C","0","-1,0","mV","25,0","°C","0","2,7","mV","25,0","°C",""
"11/03/2015 12:51:30","0","54,3","mV","25,0","°C","0","-800,2","mV","25,0","°C","16","0,2","mV","22,6","°C","0","-902,8","mV","25,0","°C","16","5,6","mV","25,3","°C","0","0,0","mV","25,0","°C","0","-1,0","mV","25,0","°C","0","2,7","mV","25,0","°C",""
"11/03/2015 12:51:50","0","54,3","mV","25,0","°C","0","-813,4","mV","25,0","°C","16","0,2","mV","22,6","°C","0","-909,1","mV","25,0","°C","16","5,2","mV","25,3","°C","0","0,0","mV","25,0","°C","0","-1,0","mV","25,0","°C","0","2,6","mV","25,0","°C",""
"11/03/2015 12:52:10","0","54,3","mV","25,0","°C","0","-796,7","mV","25,0","°C","16","0,2","mV","22,6","°C","0","-901,2","mV","25,0","°C","16","5,5","mV","25,3","°C","0","0,2","mV","25,0","°C","0","-0,8","mV","25,0","°C","0","2,7","mV","25,0","°C",""
"11/03/2015 12:52:30","0","54,4","mV","25,0","°C","0","-801,1","mV","25,0","°C","16","0,3","mV","22,6","°C","0","-902,8","mV","25,0","°C","16","5,6","mV","25,3","°C","0","0,3","mV","25,0","°C","0","-0,7","mV","25,0","°C","0","2,8","mV","25,0","°C",""
"11/03/2015 12:52:50","0","54,3","mV","25,0","°C","0","-807,2","mV","25,0","°C","16","0,3","mV","22,7","°C","0","-908,2","mV","25,0","°C","16","5,5","mV","25,3","°C","0","0,3","mV","25,0","°C","0","-0,7","mV","25,0","°C","0","2,6","mV","25,0","°C",""
"11/03/2015 12:53:10","0","54,3","mV","25,0","°C","0","-809,1","mV","25,0","°C","16","0,3","mV","22,7","°C","0","-910,3","mV","25,0","°C","16","5,2","mV","25,3","°C","0","-0,1","mV","25,0","°C","0","-1,0","mV","25,0","°C","0","2,6","mV","25,0","°C",""
"11/03/2015 12:53:30","0","54,3","mV","25,0","°C","0","-804,5","mV","25,0","°C","16","0,2","mV","22,7","°C","0","-910,4","mV","25,0","°C","16","5,3","mV","25,3","°C","0","0,0","mV","25,0","°C","0","-1,0","mV","25,0","°C","0","2,6","mV","25,0","°C",""
"11/03/2015 12:53:50","0","54,3","mV","25,0","°C","0","-798,7","mV","25,0","°C","16","0,2","mV","22,7","°C","0","-902,8","mV","25,0","°C","16","5,4","mV","25,3","°C","0","0,2","mV","25,0","°C","0","-0,9","mV","25,0","°C","0","2,8","mV","25,0","°C",""
"11/03/2015 12:54:10","0","54,3","mV","25,0","°C","0","-799,2","mV","25,0","°C","16","0,2","mV","22,7","°C","0","-900,9","mV","25,0","°C","16","5,6","mV","25,3","°C","0","0,3","mV","25,0","°C","0","-0,7","mV","25,0","°C","0","2,9","mV","25,0","°C",""
"11/03/2015 12:54:30","0","54,3","mV","25,0","°C","0","-807,0","mV","25,0","°C","16","0,3","mV","22,8","°C","0","-917,9","mV","25,0","°C","16","5,2","mV","25,3","°C","0","0,0","mV","25,0","°C","0","-1,0","mV","25,0","°C","0","2,7","mV","25,0","°C",""
"11/03/2015 12:54:50","0","54,3","mV","25,0","°C","0","-811,3","mV","25,0","°C","16","0,3","mV","22,8","°C","0","-910,7","mV","25,0","°C","16","5,2","mV","25,3","°C","0","0,0","mV","25,0","°C","0","-1,0","mV","25,0","°C","0","2,7","mV","25,0","°C",""
"11/03/2015 12:55:10","0","54,3","mV","25,0","°C","0","-809,5","mV","25,0","°C","16","0,2","mV","22,8","°C","0","-913,6","mV","25,0","°C","16","5,2","mV","25,3","°C","0","0,0","mV","25,0","°C","0","-1,0","mV","25,0","°C","0","2,7","mV","25,0","°C",""
"11/03/2015 12:55:30","0","54,3","mV","25,0","°C","0","-801,8","mV","25,0","°C","16","0,2","mV","22,8","°C","0","-904,8","mV","25,0","°C","16","5,4","mV","25,3","°C","0","0,2","mV","25,0","°C","0","-0,9","mV","25,0","°C","0","2,8","mV","25,0","°C",""
"11/03/2015 12:55:50","0","54,3","mV","25,0","°C","0","-800,6","mV","25,0","°C","16","0,2","mV","22,8","°C","0","-901,9","mV","25,0","°C","16","5,5","mV","25,3","°C","0","0,3","mV","25,0","°C","0","-0,8","mV","25,0","°C","0","2,9","mV","25,0","°C",""
"11/03/2015 12:56:10","0","54,3","mV","25,0","°C","0","-801,0","mV","25,0","°C","16","0,2","mV","22,8","°C","0","-904,1","mV","25,0","°C","16","5,4","mV","25,3","°C","0","0,1","mV","25,0","°C","0","-0,9","mV","25,0","°C","0","2,9","mV","25,0","°C",""
"11/03/2015 12:56:30","0","54,3","mV","25,0","°C","0","-807,5","mV","25,0","°C","16","0,3","mV","22,8","°C","0","-924,7","mV","25,0","°C","16","5,0","mV","25,3","°C","0","-0,2","mV","25,0","°C","0","-1,1","mV","25,0","°C","0","2,8","mV","25,0","°C",""
"11/03/2015 12:56:50","0","54,3","mV","25,0","°C","0","-817,7","mV","25,0","°C","16","0,2","mV","22,7","°C","0","-921,6","mV","25,0","°C","16","4,9","mV","25,3","°C","0","-0,3","mV","25,0","°C","0","-1,2","mV","25,0","°C","0","2,6","mV","25,0","°C",""
"11/03/2015 12:57:10","0","54,3","mV","25,0","°C","0","-804,9","mV","25,0","°C","16","0,2","mV","22,6","°C","0","-915,6","mV","25,0","°C","16","5,0","mV","25,3","°C","0","-0,3","mV","25,0","°C","0","-1,2","mV","25,0","°C","0","2,5","mV","25,0","°C",""
"11/03/2015 12:57:30","0","54,3","mV","25,0","°C","0","-815,3","mV","25,0","°C","16","0,3","mV","22,5","°C","0","-923,9","mV","25,0","°C","16","5,1","mV","25,3","°C","0","-0,2","mV","25,0","°C","0","-1,1","mV","25,0","°C","0","2,7","mV","25,0","°C",""
"11/03/2015 12:57:50","0","54,3","mV","25,0","°C","0","-813,5","mV","25,0","°C","16","0,2","mV","22,4","°C","0","-927,4","mV","25,0","°C","16","5,1","mV","25,2","°C","0","-0,2","mV","25,0","°C","0","-1,1","mV","25,0","°C","0","2,6","mV","25,0","°C",""
"11/03/2015 12:58:10","0","54,3","mV","25,0","°C","0","-814,4","mV","25,0","°C","16","0,2","mV","22,3","°C","0","-930,0","mV","25,0","°C","16","5,1","mV","25,3","°C","0","-0,2","mV","25,0","°C","0","-1,1","mV","25,0","°C","0","2,5","mV","25,0","°C",""
"11/03/2015 12:58:30","0","54,3","mV","25,0","°C","0","-804,5","mV","25,0","°C","16","0,2","mV","22,3","°C","0","-917,3","mV","25,0","°C","16","5,1","mV","25,3","°C","0","-0,3","mV","25,0","°C","0","-1,2","mV","25,0","°C","0","2,4","mV","25,0","°C",""
"11/03/2015 12:58:50","0","54,3","mV","25,0","°C","0","-812,4","mV","25,0","°C","16","0,2","mV","22,2","°C","0","-922,9","mV","25,0","°C","16","5,2","mV","25,3","°C","0","-0,2","mV","25,0","°C","0","-1,1","mV","25,0","°C","0","2,5","mV","25,0","°C",""
"11/03/2015 12:59:10","0","54,3","mV","25,0","°C","0","-809,2","mV","25,0","°C","16","0,2","mV","22,3","°C","0","-920,1","mV","25,0","°C","16","5,2","mV","25,3","°C","0","-0,1","mV","25,0","°C","0","-1,1","mV","25,0","°C","0","2,5","mV","25,0","°C",""
"11/03/2015 12:59:30","0","54,3","mV","25,0","°C","0","-812,5","mV","25,0","°C","16","0,3","mV","22,3","°C","0","-923,1","mV","25,0","°C","16","5,2","mV","25,3","°C","0","-0,1","mV","25,0","°C","0","-1,3","mV","25,0","°C","0","2,3","mV","25,0","°C",""
"11/03/2015 12:59:50","0","54,3","mV","25,0","°C","0","-819,3","mV","25,0","°C","16","0,2","mV","22,2","°C","0","-933,7","mV","25,0","°C","16","4,8","mV","25,3","°C","0","-0,5","mV","25,0","°C","0","-1,1","mV","25,0","°C","0","2,3","mV","25,0","°C",""
"11/03/2015 13:00:10","0","54,3","mV","25,0","°C","0","-809,7","mV","25,0","°C","16","0,2","mV","22,2","°C","0","-919,7","mV","25,0","°C","16","5,3","mV","25,3","°C","0","0,0","mV","25,0","°C","0","-0,9","mV","25,0","°C","0","2,5","mV","25,0","°C",""
"11/03/2015 13:00:30","0","54,3","mV","25,0","°C","0","-813,8","mV","25,0","°C","16","0,2","mV","22,3","°C","0","-927,1","mV","25,0","°C","16","5,0","mV","25,3","°C","0","-0,3","mV","25,0","°C","0","-1,2","mV","25,0","°C","0","2,2","mV","25,0","°C",""
"11/03/2015 13:00:50","0","54,3","mV","25,0","°C","0","-816,4","mV","25,0","°C","16","0,2","mV","22,3","°C","0","-929,7","mV","25,0","°C","16","4,9","mV","25,3","°C","0","-0,3","mV","25,0","°C","0","-1,2","mV","25,0","°C","0","2,2","mV","25,0","°C",""
"11/03/2015 13:01:10","0","54,3","mV","25,0","°C","0","-814,8","mV","25,0","°C","16","0,2","mV","22,3","°C","0","-927,2","mV","25,0","°C","16","5,0","mV","25,3","°C","0","-0,3","mV","25,0","°C","0","-1,1","mV","25,0","°C","0","2,3","mV","25,0","°C",""
"11/03/2015 13:01:30","0","54,3","mV","25,0","°C","0","-806,7","mV","25,0","°C","16","0,2","mV","22,3","°C","0","-918,6","mV","25,0","°C","16","5,3","mV","25,3","°C","0","0,0","mV","25,0","°C","0","-0,8","mV","25,0","°C","0","2,5","mV","25,0","°C",""
"11/03/2015 13:01:50","0","54,3","mV","25,0","°C","0","-806,2","mV","25,0","°C","16","0,3","mV","22,3","°C","0","-922,5","mV","25,0","°C","16","5,4","mV","25,3","°C","0","0,1","mV","25,0","°C","0","-0,8","mV","25,0","°C","0","2,6","mV","25,0","°C",""
"11/03/2015 13:02:10","0","54,3","mV","25,0","°C","0","-814,7","mV","25,0","°C","16","0,3","mV","22,3","°C","0","-923,7","mV","25,0","°C","16","5,4","mV","25,3","°C","0","0,1","mV","25,0","°C","0","-0,8","mV","25,0","°C","0","2,6","mV","25,0","°C",""
"11/03/2015 13:02:30","0","54,3","mV","25,0","°C","0","-824,4","mV","25,0","°C","16","0,2","mV","22,4","°C","0","-934,3","mV","25,0","°C","16","5,1","mV","25,4","°C","0","-0,2","mV","25,0","°C","0","-1,0","mV","25,0","°C","0","2,4","mV","25,0","°C",""
"11/03/2015 13:02:50","0","54,3","mV","25,0","°C","0","-823,2","mV","25,0","°C","16","0,2","mV","22,4","°C","0","-933,7","mV","25,0","°C","16","5,0","mV","25,4","°C","0","-0,2","mV","25,0","°C","0","-1,0","mV","25,0","°C","0","2,4","mV","25,0","°C",""
"11/03/2015 13:03:10","0","54,3","mV","25,0","°C","0","-822,5","mV","25,0","°C","16","0,2","mV","22,4","°C","0","-933,6","mV","25,0","°C","16","5,1","mV","25,4","°C","0","-0,2","mV","25,0","°C","0","-1,0","mV","25,0","°C","0","2,4","mV","25,0","°C",""
"11/03/2015 13:03:30","0","54,3","mV","25,0","°C","0","-810,8","mV","25,0","°C","16","0,2","mV","22,4","°C","0","-916,5","mV","25,0","°C","16","5,4","mV","25,3","°C","0","0,1","mV","25,0","°C","0","-0,7","mV","25,0","°C","0","2,6","mV","25,0","°C",""
"11/03/2015 13:03:50","0","54,3","mV","25,0","°C","0","-808,0","mV","25,0","°C","16","0,2","mV","22,4","°C","0","-916,9","mV","25,0","°C","16","5,5","mV","25,3","°C","0","0,2","mV","25,0","°C","0","-0,7","mV","25,0","°C","0","2,7","mV","25,0","°C",""
"11/03/2015 13:04:10","0","54,3","mV","25,0","°C","0","-807,4","mV","25,0","°C","16","0,2","mV","22,4","°C","0","-916,8","mV","25,0","°C","16","5,4","mV","25,4","°C","0","0,1","mV","25,0","°C","0","-0,7","mV","25,0","°C","0","2,7","mV","25,0","°C",""
"11/03/2015 13:04:30","0","54,3","mV","25,0","°C","0","-807,7","mV","25,0","°C","16","0,2","mV","22,4","°C","0","-916,9","mV","25,0","°C","16","5,5","mV","25,4","°C","0","0,1","mV","25,0","°C","0","-0,7","mV","25,0","°C","0","2,7","mV","25,0","°C",""
"11/03/2015 13:04:50","0","54,3","mV","25,0","°C","0","-808,0","mV","25,0","°C","16","0,2","mV","22,5","°C","0","-917,7","mV","25,0","°C","16","5,4","mV","25,4","°C","0","0,2","mV","25,0","°C","0","-0,6","mV","25,0","°C","0","2,8","mV","25,0","°C",""
"11/03/2015 13:05:10","0","54,3","mV","25,0","°C","0","-810,1","mV","25,0","°C","16","0,3","mV","22,5","°C","0","-918,2","mV","25,0","°C","16","5,5","mV","25,4","°C","0","0,2","mV","25,0","°C","0","-0,6","mV","25,0","°C","0","2,8","mV","25,0","°C",""
"11/03/2015 13:05:30","0","54,3","mV","25,0","°C","0","-818,9","mV","25,0","°C","16","0,3","mV","22,5","°C","0","-926,7","mV","25,0","°C","16","5,4","mV","25,5","°C","0","0,1","mV","25,0","°C","0","-0,7","mV","25,0","°C","0","2,8","mV","25,0","°C",""
"11/03/2015 13:05:50","0","54,3","mV","25,0","°C","0","-824,8","mV","25,0","°C","16","0,3","mV","22,6","°C","0","-933,5","mV","25,0","°C","16","5,2","mV","25,5","°C","0","0,0","mV","25,0","°C","0","-0,8","mV","25,0","°C","0","2,8","mV","25,0","°C",""
"11/03/2015 13:06:10","0","54,3","mV","25,0","°C","0","-819,1","mV","25,0","°C","16","0,2","mV","22,5","°C","0","-929,0","mV","25,0","°C","16","5,2","mV","25,4","°C","0","-0,1","mV","25,0","°C","0","-0,9","mV","25,0","°C","0","2,7","mV","25,0","°C",""
"11/03/2015 13:06:30","0","54,3","mV","25,0","°C","0","-810,2","mV","25,0","°C","16","0,3","mV","22,5","°C","0","-918,0","mV","25,0","°C","16","5,6","mV","25,4","°C","0","0,3","mV","25,0","°C","0","-0,6","mV","25,0","°C","0","2,9","mV","25,0","°C",""
"11/03/2015 13:06:50","0","54,3","mV","25,0","°C","0","-824,2","mV","25,0","°C","16","0,3","mV","22,6","°C","0","-931,9","mV","25,0","°C","16","5,3","mV","25,5","°C","0","0,1","mV","25,0","°C","0","-0,8","mV","25,0","°C","0","2,8","mV","25,0","°C",""
"11/03/2015 13:07:10","0","54,3","mV","25,0","°C","0","-826,3","mV","25,0","°C","16","0,2","mV","22,7","°C","0","-934,5","mV","25,0","°C","16","5,2","mV","25,5","°C","0","0,0","mV","25,0","°C","0","-0,9","mV","25,0","°C","0","2,8","mV","25,0","°C",""
"11/03/2015 13:07:30","0","54,3","mV","25,0","°C","0","-826,2","mV","25,0","°C","16","0,2","mV","22,7","°C","0","-934,4","mV","25,0","°C","16","5,2","mV","25,4","°C","0","-0,1","mV","25,0","°C","0","-0,9","mV","25,0","°C","0","2,7","mV","25,0","°C",""
"11/03/2015 13:07:50","0","54,3","mV","25,0","°C","0","-819,6","mV","25,0","°C","16","0,2","mV","22,7","°C","0","-928,9","mV","25,0","°C","16","5,2","mV","25,5","°C","0","0,0","mV","25,0","°C","0","-0,9","mV","25,0","°C","0","2,7","mV","25,0","°C",""
"11/03/2015 13:08:10","0","54,3","mV","25,0","°C","0","-823,7","mV","25,0","°C","16","0,3","mV","22,7","°C","0","-933,7","mV","25,0","°C","16","5,2","mV","25,5","°C","0","-0,1","mV","25,0","°C","0","-0,9","mV","25,0","°C","0","2,7","mV","25,0","°C",""
"11/03/2015 13:08:30","0","54,3","mV","25,0","°C","0","-826,3","mV","25,0","°C","16","0,3","mV","22,7","°C","0","-932,7","mV","25,0","°C","16","5,3","mV","25,4","°C","0","0,1","mV","25,0","°C","0","-0,8","mV","25,0","°C","0","2,9","mV","25,0","°C",""
"11/03/2015 13:08:50","0","54,3","mV","25,0","°C","0","-820,9","mV","25,0","°C","16","0,3","mV","22,7","°C","0","-925,7","mV","25,0","°C","16","5,5","mV","25,5","°C","0","0,3","mV","25,0","°C","0","-0,6","mV","25,0","°C","0","3,0","mV","25,0","°C",""
"11/03/2015 13:09:10","0","54,3","mV","25,0","°C","0","-813,1","mV","25,0","°C","16","0,2","mV","22,7","°C","0","-921,1","mV","25,0","°C","16","5,4","mV","25,4","°C","0","0,1","mV","25,0","°C","0","-0,8","mV","25,0","°C","0","2,8","mV","25,0","°C",""
"11/03/2015 13:09:30","0","54,3","mV","25,0","°C","0","-826,6","mV","25,0","°C","16","0,2","mV","22,8","°C","0","-933,4","mV","25,0","°C","16","5,2","mV","25,4","°C","0","0,0","mV","25,0","°C","0","-0,9","mV","25,0","°C","0","2,8","mV","25,0","°C",""
"11/03/2015 13:09:50","0","54,3","mV","25,0","°C","0","-826,8","mV","25,0","°C","16","0,2","mV","22,8","°C","0","-933,6","mV","25,0","°C","16","5,2","mV","25,4","°C","0","0,0","mV","25,0","°C","0","-0,9","mV","25,0","°C","0","2,8","mV","25,0","°C",""
"11/03/2015 13:10:10","0","54,3","mV","25,0","°C","0","-822,4","mV","25,0","°C","16","0,3","mV","22,8","°C","0","-933,1","mV","25,0","°C","16","5,2","mV","25,4","°C","0","0,0","mV","25,0","°C","0","-0,9","mV","25,0","°C","0","2,8","mV","25,0","°C",""
"11/03/2015 13:10:30","0","54,3","mV","25,0","°C","0","-819,9","mV","25,0","°C","16","0,3","mV","22,8","°C","0","-923,8","mV","25,0","°C","16","5,6","mV","25,3","°C","0","0,3","mV","25,0","°C","0","-0,6","mV","25,0","°C","0","3,0","mV","25,0","°C",""
"11/03/2015 13:10:50","0","54,3","mV","25,0","°C","0","-814,3","mV","25,0","°C","16","0,2","mV","22,8","°C","0","-918,5","mV","25,0","°C","16","5,6","mV","25,4","°C","0","0,3","mV","25,0","°C","0","-0,6","mV","25,0","°C","0","3,0","mV","25,0","°C",""
