Time,Flags O2_Air,Value O2_Air,Unit O2_Air,Temp O2_Air,T.Unit O2_Air,Flags O2_2,Value O2_2,Unit O2_2,Temp O2_2,T.Unit O2_2,Flags O2_3,Value O2_3,Unit O2_3,Temp O2_3,T.Unit O2_3,Flags O2_4,Value O2_4,Unit O2_4,Temp O2_4,T.Unit O2_4,Flags pH_1,Value pH_1,Unit pH_1,Temp pH_1,T.Unit pH_1,Flags pH_2,Value pH_2,Unit pH_2,Temp pH_2,T.Unit pH_2,Flags pH_3,Value pH_3,Unit pH_3,Temp pH_3,T.Unit pH_3,Flags pH_4,Value pH_4,Unit pH_4,Temp pH_4,T.Unit pH_4,D130
"12/03/2015 0:04:44","0","54,4","mV","25,0","°C","0","-1028,0","mV","25,0","°C","16","0,3","mV","22,7","°C","0","-1170,6","mV","25,0","°C","16","-53,3","mV","25,4","°C","0","-51,9","mV","25,0","°C","0","-51,4","mV","25,0","°C","0","-50,4","mV","25,0","°C",""
"12/03/2015 0:05:04","0","54,4","mV","25,0","°C","0","-1027,0","mV","25,0","°C","16","0,3","mV","22,7","°C","0","-1168,9","mV","25,0","°C","16","-52,8","mV","25,4","°C","0","-51,6","mV","25,0","°C","0","-51,0","mV","25,0","°C","0","-49,8","mV","25,0","°C",""
"12/03/2015 0:05:24","0","54,4","mV","25,0","°C","0","-1026,8","mV","25,0","°C","16","0,2","mV","22,7","°C","0","-1169,5","mV","25,0","°C","16","-53,3","mV","25,4","°C","0","-51,9","mV","25,0","°C","0","-51,4","mV","25,0","°C","0","-50,4","mV","25,0","°C",""
"12/03/2015 0:05:44","0","54,4","mV","25,0","°C","0","-1018,1","mV","25,0","°C","16","0,3","mV","22,7","°C","0","-1159,3","mV","25,0","°C","16","-52,7","mV","25,4","°C","0","-51,5","mV","25,0","°C","0","-50,9","mV","25,0","°C","0","-49,8","mV","25,0","°C",""
"12/03/2015 0:06:04","0","54,4","mV","25,0","°C","0","-1024,8","mV","25,0","°C","16","0,3","mV","22,8","°C","0","-1165,3","mV","25,0","°C","16","-52,7","mV","25,4","°C","0","-51,7","mV","25,0","°C","0","-51,1","mV","25,0","°C","0","-49,9","mV","25,0","°C",""
"12/03/2015 0:06:24","0","54,4","mV","25,0","°C","0","-1027,8","mV","25,0","°C","16","0,3","mV","22,8","°C","0","-1169,3","mV","25,0","°C","16","-53,3","mV","25,5","°C","0","-51,9","mV","25,0","°C","0","-51,4","mV","25,0","°C","0","-50,4","mV","25,0","°C",""
"12/03/2015 0:06:44","0","54,4","mV","25,0","°C","0","-1019,1","mV","25,0","°C","16","0,2","mV","22,7","°C","0","-1160,0","mV","25,0","°C","16","-52,9","mV","25,4","°C","0","-51,6","mV","25,0","°C","0","-51,1","mV","25,0","°C","0","-50,0","mV","25,0","°C",""
"12/03/2015 0:07:04","0","54,4","mV","25,0","°C","0","-1018,0","mV","25,0","°C","16","0,3","mV","22,8","°C","0","-1158,1","mV","25,0","°C","16","-52,7","mV","25,5","°C","0","-51,5","mV","25,0","°C","0","-50,9","mV","25,0","°C","0","-49,8","mV","25,0","°C",""
"12/03/2015 0:07:24","0","54,4","mV","25,0","°C","0","-1021,1","mV","25,0","°C","16","0,3","mV","22,8","°C","0","-1160,0","mV","25,0","°C","16","-52,6","mV","25,5","°C","0","-51,4","mV","25,0","°C","0","-50,8","mV","25,0","°C","0","-49,6","mV","25,0","°C",""
"12/03/2015 0:07:44","0","54,4","mV","25,0","°C","0","-1029,8","mV","25,0","°C","16","0,3","mV","22,9","°C","0","-1169,7","mV","25,0","°C","16","-53,2","mV","25,5","°C","0","-51,9","mV","25,0","°C","0","-51,3","mV","25,0","°C","0","-50,3","mV","25,0","°C",""
"12/03/2015 0:08:04","0","54,4","mV","25,0","°C","0","-1018,1","mV","25,0","°C","16","0,3","mV","22,8","°C","0","-1157,4","mV","25,0","°C","16","-52,7","mV","25,4","°C","0","-51,5","mV","25,0","°C","0","-51,0","mV","25,0","°C","0","-49,8","mV","25,0","°C",""
"12/03/2015 0:08:24","0","54,4","mV","25,0","°C","0","-1021,2","mV","25,0","°C","16","0,3","mV","22,8","°C","0","-1159,1","mV","25,0","°C","16","-52,6","mV","25,5","°C","0","-51,4","mV","25,0","°C","0","-50,8","mV","25,0","°C","0","-49,5","mV","25,0","°C",""
"12/03/2015 0:08:44","0","54,4","mV","25,0","°C","0","-1023,5","mV","25,0","°C","16","0,3","mV","22,9","°C","0","-1161,4","mV","25,0","°C","16","-52,6","mV","25,5","°C","0","-51,4","mV","25,0","°C","0","-50,9","mV","25,0","°C","0","-49,5","mV","25,0","°C",""
"12/03/2015 0:09:04","0","54,4","mV","25,0","°C","0","-1027,8","mV","25,0","°C","16","0,3","mV","22,9","°C","0","-1165,7","mV","25,0","°C","16","-52,9","mV","25,5","°C","0","-51,6","mV","25,0","°C","0","-51,0","mV","25,0","°C","0","-49,8","mV","25,0","°C",""
"12/03/2015 0:09:24","0","54,4","mV","25,0","°C","0","-1029,4","mV","25,0","°C","16","0,3","mV","22,9","°C","0","-1166,5","mV","25,0","°C","16","-53,0","mV","25,5","°C","0","-51,7","mV","25,0","°C","0","-51,3","mV","25,0","°C","0","-50,2","mV","25,0","°C",""
"12/03/2015 0:09:44","0","54,4","mV","25,0","°C","0","-1024,4","mV","25,0","°C","16","0,3","mV","22,9","°C","0","-1167,2","mV","25,0","°C","16","-53,1","mV","25,5","°C","0","-51,7","mV","25,0","°C","0","-51,2","mV","25,0","°C","0","-49,9","mV","25,0","°C",""
"12/03/2015 0:10:04","0","54,4","mV","25,0","°C","0","-1023,5","mV","25,0","°C","16","0,3","mV","22,9","°C","0","-1159,1","mV","25,0","°C","16","-52,6","mV","25,4","°C","0","-51,4","mV","25,0","°C","0","-50,8","mV","25,0","°C","0","-49,5","mV","25,0","°C",""
"12/03/2015 0:10:24","0","54,4","mV","25,0","°C","0","-1020,0","mV","25,0","°C","16","0,3","mV","22,9","°C","0","-1155,9","mV","25,0","°C","16","-52,5","mV","25,4","°C","0","-51,4","mV","25,0","°C","0","-50,8","mV","25,0","°C","0","-49,5","mV","25,0","°C",""
"12/03/2015 0:10:44","0","54,4","mV","25,0","°C","0","-1022,9","mV","25,0","°C","16","0,3","mV","23,0","°C","0","-1158,2","mV","25,0","°C","16","-52,6","mV","25,4","°C","0","-51,4","mV","25,0","°C","0","-50,8","mV","25,0","°C","0","-49,5","mV","25,0","°C",""
"12/03/2015 0:11:04","0","54,4","mV","25,0","°C","0","-1017,7","mV","25,0","°C","16","0,3","mV","22,9","°C","0","-1153,8","mV","25,0","°C","16","-52,7","mV","25,4","°C","0","-51,4","mV","25,0","°C","0","-50,8","mV","25,0","°C","0","-49,5","mV","25,0","°C",""
"12/03/2015 0:11:24","0","54,4","mV","25,0","°C","0","-1020,4","mV","25,0","°C","16","0,2","mV","23,0","°C","0","-1157,5","mV","25,0","°C","16","-53,0","mV","25,4","°C","0","-51,7","mV","25,0","°C","0","-51,2","mV","25,0","°C","0","-50,1","mV","25,0","°C",""
"12/03/2015 0:11:44","0","54,4","mV","25,0","°C","0","-1029,8","mV","25,0","°C","16","0,3","mV","23,0","°C","0","-1166,5","mV","25,0","°C","16","-53,0","mV","25,4","°C","0","-51,7","mV","25,0","°C","0","-51,1","mV","25,0","°C","0","-49,8","mV","25,0","°C",""
"12/03/2015 0:12:04","0","54,4","mV","25,0","°C","0","-1021,6","mV","25,0","°C","16","0,3","mV","23,0","°C","0","-1159,2","mV","25,0","°C","16","-52,6","mV","25,4","°C","0","-51,4","mV","25,0","°C","0","-50,8","mV","25,0","°C","0","-49,5","mV","25,0","°C",""
"12/03/2015 0:12:24","0","54,4","mV","25,0","°C","0","-1018,7","mV","25,0","°C","16","0,2","mV","22,9","°C","0","-1158,7","mV","25,0","°C","16","-52,6","mV","25,4","°C","0","-51,5","mV","25,0","°C","0","-50,9","mV","25,0","°C","0","-49,6","mV","25,0","°C",""
"12/03/2015 0:12:44","0","54,4","mV","25,0","°C","0","-1026,6","mV","25,0","°C","16","0,2","mV","22,8","°C","0","-1160,7","mV","25,0","°C","16","-52,8","mV","25,4","°C","0","-51,6","mV","25,0","°C","0","-51,0","mV","25,0","°C","0","-49,9","mV","25,0","°C",""
"12/03/2015 0:13:04","0","54,4","mV","25,0","°C","0","-1029,5","mV","25,0","°C","16","0,2","mV","22,9","°C","0","-1173,4","mV","25,0","°C","16","-53,3","mV","25,4","°C","0","-51,9","mV","25,0","°C","0","-51,3","mV","25,0","°C","0","-50,1","mV","25,0","°C",""
"12/03/2015 0:13:24","0","54,4","mV","25,0","°C","0","-1018,2","mV","25,0","°C","16","0,2","mV","22,7","°C","0","-1163,0","mV","25,0","°C","16","-52,8","mV","25,4","°C","0","-51,6","mV","25,0","°C","0","-51,0","mV","25,0","°C","0","-49,9","mV","25,0","°C",""
"12/03/2015 0:13:44","0","54,4","mV","25,0","°C","0","-1029,7","mV","25,0","°C","16","0,3","mV","22,7","°C","0","-1175,5","mV","25,0","°C","16","-53,3","mV","25,4","°C","0","-51,9","mV","25,0","°C","0","-51,3","mV","25,0","°C","0","-50,1","mV","25,0","°C",""
"12/03/2015 0:14:04","0","54,4","mV","25,0","°C","0","-1017,9","mV","25,0","°C","16","0,2","mV","22,6","°C","0","-1164,1","mV","25,0","°C","16","-52,8","mV","25,4","°C","0","-51,6","mV","25,0","°C","0","-51,1","mV","25,0","°C","0","-50,0","mV","25,0","°C",""
"12/03/2015 0:14:24","0","54,4","mV","25,0","°C","0","-1029,8","mV","25,0","°C","16","0,3","mV","22,6","°C","0","-1176,3","mV","25,0","°C","16","-53,2","mV","25,4","°C","0","-51,9","mV","25,0","°C","0","-51,2","mV","25,0","°C","0","-50,3","mV","25,0","°C",""
"12/03/2015 0:14:44","0","54,4","mV","25,0","°C","0","-1017,6","mV","25,0","°C","16","0,2","mV","22,5","°C","0","-1171,6","mV","25,0","°C","16","-52,9","mV","25,4","°C","0","-51,7","mV","25,0","°C","0","-51,0","mV","25,0","°C","0","-49,7","mV","25,0","°C",""
"12/03/2015 0:15:04","0","54,4","mV","25,0","°C","0","-1020,4","mV","25,0","°C","16","0,2","mV","22,5","°C","0","-1168,2","mV","25,0","°C","16","-53,1","mV","25,3","°C","0","-51,9","mV","25,0","°C","0","-51,3","mV","25,0","°C","0","-50,3","mV","25,0","°C",""
"12/03/2015 0:15:24","0","54,4","mV","25,0","°C","0","-1028,7","mV","25,0","°C","16","0,3","mV","22,5","°C","0","-1174,0","mV","25,0","°C","16","-53,0","mV","25,4","°C","0","-51,8","mV","25,0","°C","0","-51,1","mV","25,0","°C","0","-49,9","mV","25,0","°C",""
"12/03/2015 0:15:44","0","54,4","mV","25,0","°C","0","-1019,6","mV","25,0","°C","16","0,2","mV","22,4","°C","0","-1166,6","mV","25,0","°C","16","-53,1","mV","25,3","°C","0","-51,9","mV","25,0","°C","0","-51,3","mV","25,0","°C","0","-50,3","mV","25,0","°C",""
"12/03/2015 0:16:04","0","54,4","mV","25,0","°C","0","-1017,6","mV","25,0","°C","16","0,2","mV","22,4","°C","0","-1163,0","mV","25,0","°C","16","-52,8","mV","25,3","°C","0","-51,7","mV","25,0","°C","0","-51,0","mV","25,0","°C","0","-49,8","mV","25,0","°C",""
"12/03/2015 0:16:24","0","54,4","mV","25,0","°C","0","-1022,1","mV","25,0","°C","16","0,2","mV","22,5","°C","0","-1174,9","mV","25,0","°C","16","-53,3","mV","25,4","°C","0","-52,0","mV","25,0","°C","0","-51,3","mV","25,0","°C","0","-50,2","mV","25,0","°C",""
"12/03/2015 0:16:44","0","54,4","mV","25,0","°C","0","-1021,7","mV","25,0","°C","16","0,2","mV","22,5","°C","0","-1168,1","mV","25,0","°C","16","-53,2","mV","25,3","°C","0","-51,9","mV","25,0","°C","0","-51,3","mV","25,0","°C","0","-50,4","mV","25,0","°C",""
"12/03/2015 0:17:04","0","54,4","mV","25,0","°C","0","-1017,8","mV","25,0","°C","16","0,3","mV","22,5","°C","0","-1162,5","mV","25,0","°C","16","-52,8","mV","25,3","°C","0","-51,6","mV","25,0","°C","0","-51,1","mV","25,0","°C","0","-49,9","mV","25,0","°C",""
"12/03/2015 0:17:24","0","54,4","mV","25,0","°C","0","-1027,8","mV","25,0","°C","16","0,3","mV","22,5","°C","0","-1170,9","mV","25,0","°C","16","-52,9","mV","25,3","°C","0","-51,7","mV","25,0","°C","0","-51,0","mV","25,0","°C","0","-50,4","mV","25,0","°C",""
"12/03/2015 0:17:44","0","54,4","mV","25,0","°C","0","-1025,0","mV","25,0","°C","16","0,2","mV","22,5","°C","0","-1162,3","mV","25,0","°C","16","-52,7","mV","25,3","°C","0","-51,6","mV","25,0","°C","0","-51,0","mV","25,0","°C","0","-49,8","mV","25,0","°C",""
"12/03/2015 0:18:04","0","54,4","mV","25,0","°C","0","-1025,0","mV","25,0","°C","16","0,3","mV","22,5","°C","0","-1167,5","mV","25,0","°C","16","-52,7","mV","25,3","°C","0","-51,6","mV","25,0","°C","0","-50,9","mV","25,0","°C","0","-49,6","mV","25,0","°C",""
"12/03/2015 0:18:24","0","54,4","mV","25,0","°C","0","-1021,0","mV","25,0","°C","16","0,3","mV","22,5","°C","0","-1163,6","mV","25,0","°C","16","-52,6","mV","25,3","°C","0","-51,5","mV","25,0","°C","0","-50,9","mV","25,0","°C","0","-49,7","mV","25,0","°C",""
"12/03/2015 0:18:44","0","54,4","mV","25,0","°C","0","-1028,7","mV","25,0","°C","16","0,3","mV","22,5","°C","0","-1171,6","mV","25,0","°C","16","-52,9","mV","25,3","°C","0","-51,7","mV","25,0","°C","0","-51,0","mV","25,0","°C","0","-49,7","mV","25,0","°C",""
"12/03/2015 0:19:04","0","54,4","mV","25,0","°C","0","-1030,1","mV","25,0","°C","16","0,2","mV","22,5","°C","0","-1174,5","mV","25,0","°C","16","-53,2","mV","25,3","°C","0","-51,9","mV","25,0","°C","0","-51,2","mV","25,0","°C","0","-50,2","mV","25,0","°C",""
"12/03/2015 0:19:24","0","54,4","mV","25,0","°C","0","-1026,4","mV","25,0","°C","16","0,2","mV","22,5","°C","0","-1162,2","mV","25,0","°C","16","-52,7","mV","25,3","°C","0","-51,6","mV","25,0","°C","0","-51,0","mV","25,0","°C","0","-49,8","mV","25,0","°C",""
"12/03/2015 0:19:44","0","54,4","mV","25,0","°C","0","-1025,5","mV","25,0","°C","16","0,3","mV","22,5","°C","0","-1167,6","mV","25,0","°C","16","-52,7","mV","25,3","°C","0","-51,5","mV","25,0","°C","0","-50,9","mV","25,0","°C","0","-49,6","mV","25,0","°C",""
"12/03/2015 0:20:04","0","54,4","mV","25,0","°C","0","-1030,6","mV","25,0","°C","16","0,3","mV","22,6","°C","0","-1174,1","mV","25,0","°C","16","-53,1","mV","25,3","°C","0","-51,8","mV","25,0","°C","0","-51,2","mV","25,0","°C","0","-49,9","mV","25,0","°C",""
"12/03/2015 0:20:24","0","54,4","mV","25,0","°C","0","-1026,0","mV","25,0","°C","16","0,2","mV","22,6","°C","0","-1171,2","mV","25,0","°C","16","-53,3","mV","25,3","°C","0","-51,9","mV","25,0","°C","0","-51,4","mV","25,0","°C","0","-50,3","mV","25,0","°C",""
"12/03/2015 0:20:44","0","54,4","mV","25,0","°C","0","-1018,6","mV","25,0","°C","16","0,2","mV","22,6","°C","0","-1162,5","mV","25,0","°C","16","-52,8","mV","25,3","°C","0","-51,6","mV","25,0","°C","0","-51,1","mV","25,0","°C","0","-50,0","mV","25,0","°C",""
"12/03/2015 0:21:04","0","54,4","mV","25,0","°C","0","-1019,0","mV","25,0","°C","16","0,3","mV","22,6","°C","0","-1173,1","mV","25,0","°C","16","-53,0","mV","25,3","°C","0","-51,7","mV","25,0","°C","0","-51,1","mV","25,0","°C","0","-49,8","mV","25,0","°C",""
"12/03/2015 0:21:24","0","54,4","mV","25,0","°C","0","-1018,5","mV","25,0","°C","16","0,3","mV","22,6","°C","0","-1172,2","mV","25,0","°C","16","-53,0","mV","25,3","°C","0","-51,7","mV","25,0","°C","0","-51,1","mV","25,0","°C","0","-49,7","mV","25,0","°C",""
"12/03/2015 0:21:44","0","54,4","mV","25,0","°C","0","-1029,1","mV","25,0","°C","16","0,3","mV","22,6","°C","0","-1171,0","mV","25,0","°C","16","-52,9","mV","25,3","°C","0","-51,6","mV","25,0","°C","0","-51,0","mV","25,0","°C","0","-49,7","mV","25,0","°C",""
"12/03/2015 0:22:04","0","54,4","mV","25,0","°C","0","-1024,9","mV","25,0","°C","16","0,3","mV","22,6","°C","0","-1166,1","mV","25,0","°C","16","-52,7","mV","25,3","°C","0","-51,5","mV","25,0","°C","0","-50,9","mV","25,0","°C","0","-49,6","mV","25,0","°C",""
"12/03/2015 0:22:24","0","54,4","mV","25,0","°C","0","-1024,0","mV","25,0","°C","16","0,3","mV","22,6","°C","0","-1165,1","mV","25,0","°C","16","-52,6","mV","25,3","°C","0","-51,5","mV","25,0","°C","0","-50,9","mV","25,0","°C","0","-49,6","mV","25,0","°C",""
"12/03/2015 0:22:44","0","54,4","mV","25,0","°C","0","-1018,5","mV","25,0","°C","16","0,2","mV","22,6","°C","0","-1161,7","mV","25,0","°C","16","-52,8","mV","25,3","°C","0","-51,6","mV","25,0","°C","0","-51,1","mV","25,0","°C","0","-49,8","mV","25,0","°C",""
"12/03/2015 0:23:04","0","54,4","mV","25,0","°C","0","-1025,7","mV","25,0","°C","16","0,3","mV","22,6","°C","0","-1162,4","mV","25,0","°C","16","-52,6","mV","25,3","°C","0","-51,5","mV","25,0","°C","0","-50,9","mV","25,0","°C","0","-49,7","mV","25,0","°C",""
"12/03/2015 0:23:24","0","54,4","mV","25,0","°C","0","-1018,7","mV","25,0","°C","16","0,3","mV","22,6","°C","0","-1160,5","mV","25,0","°C","16","-52,7","mV","25,3","°C","0","-51,6","mV","25,0","°C","0","-51,0","mV","25,0","°C","0","-49,9","mV","25,0","°C",""
"12/03/2015 0:23:44","0","54,4","mV","25,0","°C","0","-1025,9","mV","25,0","°C","16","0,2","mV","22,7","°C","0","-1170,2","mV","25,0","°C","16","-53,3","mV","25,3","°C","0","-51,9","mV","25,0","°C","0","-51,3","mV","25,0","°C","0","-50,2","mV","25,0","°C",""
"12/03/2015 0:24:04","0","54,4","mV","25,0","°C","0","-1029,3","mV","25,0","°C","16","0,3","mV","22,7","°C","0","-1170,1","mV","25,0","°C","16","-52,9","mV","25,3","°C","0","-51,6","mV","25,0","°C","0","-51,0","mV","25,0","°C","0","-49,7","mV","25,0","°C",""
"12/03/2015 0:24:24","0","54,4","mV","25,0","°C","0","-1028,4","mV","25,0","°C","16","0,3","mV","22,7","°C","0","-1168,5","mV","25,0","°C","16","-53,2","mV","25,3","°C","0","-51,9","mV","25,0","°C","0","-51,3","mV","25,0","°C","0","-50,3","mV","25,0","°C",""
"12/03/2015 0:24:44","0","54,4","mV","25,0","°C","0","-1024,6","mV","25,0","°C","16","0,3","mV","22,7","°C","0","-1167,8","mV","25,0","°C","16","-53,2","mV","25,3","°C","0","-51,9","mV","25,0","°C","0","-51,3","mV","25,0","°C","0","-50,3","mV","25,0","°C",""
"12/03/2015 0:25:04","0","54,4","mV","25,0","°C","0","-1019,3","mV","25,0","°C","16","0,2","mV","22,7","°C","0","-1161,8","mV","25,0","°C","16","-53,0","mV","25,3","°C","0","-51,7","mV","25,0","°C","0","-51,2","mV","25,0","°C","0","-50,2","mV","25,0","°C",""
"12/03/2015 0:25:24","0","54,4","mV","25,0","°C","0","-1020,8","mV","25,0","°C","16","0,2","mV","22,7","°C","0","-1163,8","mV","25,0","°C","16","-53,1","mV","25,3","°C","0","-51,8","mV","25,0","°C","0","-51,3","mV","25,0","°C","0","-50,3","mV","25,0","°C",""
"12/03/2015 0:25:44","0","54,4","mV","25,0","°C","0","-1023,0","mV","25,0","°C","16","0,2","mV","22,7","°C","0","-1165,9","mV","25,0","°C","16","-53,2","mV","25,3","°C","0","-51,9","mV","25,0","°C","0","-51,3","mV","25,0","°C","0","-49,6","mV","25,0","°C",""
"12/03/2015 0:26:04","0","54,4","mV","25,0","°C","0","-1024,2","mV","25,0","°C","16","0,3","mV","22,7","°C","0","-1166,7","mV","25,0","°C","16","-52,6","mV","25,3","°C","0","-51,4","mV","25,0","°C","0","-50,9","mV","25,0","°C","0","-49,7","mV","25,0","°C",""
"12/03/2015 0:26:24","0","54,4","mV","25,0","°C","0","-1018,3","mV","25,0","°C","16","0,3","mV","22,7","°C","0","-1158,7","mV","25,0","°C","16","-52,7","mV","25,3","°C","0","-51,5","mV","25,0","°C","0","-50,9","mV","25,0","°C","0","-49,6","mV","25,0","°C",""
"12/03/2015 0:26:44","0","54,4","mV","25,0","°C","0","-1024,1","mV","25,0","°C","16","0,2","mV","22,8","°C","0","-1166,0","mV","25,0","°C","16","-53,3","mV","25,3","°C","0","-51,9","mV","25,0","°C","0","-51,3","mV","25,0","°C","0","-50,3","mV","25,0","°C",""
"12/03/2015 0:27:04","0","54,4","mV","25,0","°C","0","-1018,8","mV","25,0","°C","16","0,2","mV","22,8","°C","0","-1159,8","mV","25,0","°C","16","-52,9","mV","25,3","°C","0","-51,7","mV","25,0","°C","0","-51,2","mV","25,0","°C","0","-50,2","mV","25,0","°C",""
"12/03/2015 0:27:24","0","54,4","mV","25,0","°C","0","-1019,2","mV","25,0","°C","16","0,2","mV","22,7","°C","0","-1160,4","mV","25,0","°C","16","-53,0","mV","25,3","°C","0","-51,7","mV","25,0","°C","0","-51,2","mV","25,0","°C","0","-50,2","mV","25,0","°C",""
"12/03/2015 0:27:44","0","54,4","mV","25,0","°C","0","-1020,2","mV","25,0","°C","16","0,2","mV","22,7","°C","0","-1161,4","mV","25,0","°C","16","-53,1","mV","25,3","°C","0","-51,8","mV","25,0","°C","0","-50,8","mV","25,0","°C","0","-49,5","mV","25,0","°C",""
"12/03/2015 0:28:04","0","54,4","mV","25,0","°C","0","-1018,4","mV","25,0","°C","16","0,3","mV","22,8","°C","0","-1167,9","mV","25,0","°C","16","-52,9","mV","25,3","°C","0","-51,6","mV","25,0","°C","0","-51,0","mV","25,0","°C","0","-49,7","mV","25,0","°C",""
"12/03/2015 0:28:24","0","54,4","mV","25,0","°C","0","-1030,3","mV","25,0","°C","16","0,3","mV","22,8","°C","0","-1170,0","mV","25,0","°C","16","-53,2","mV","25,3","°C","0","-51,8","mV","25,0","°C","0","-51,2","mV","25,0","°C","0","-50,0","mV","25,0","°C",""
"12/03/2015 0:28:44","0","54,4","mV","25,0","°C","0","-1025,9","mV","25,0","°C","16","0,2","mV","22,8","°C","0","-1166,7","mV","25,0","°C","16","-53,3","mV","25,3","°C","0","-51,9","mV","25,0","°C","0","-51,3","mV","25,0","°C","0","-50,3","mV","25,0","°C",""
"12/03/2015 0:29:04","0","54,4","mV","25,0","°C","0","-1028,7","mV","25,0","°C","16","0,2","mV","22,8","°C","0","-1168,9","mV","25,0","°C","16","-53,3","mV","25,3","°C","0","-51,9","mV","25,0","°C","0","-51,2","mV","25,0","°C","0","-50,1","mV","25,0","°C",""
"12/03/2015 0:29:24","0","54,4","mV","25,0","°C","0","-1024,4","mV","25,0","°C","16","0,2","mV","22,8","°C","0","-1165,3","mV","25,0","°C","16","-53,3","mV","25,3","°C","0","-51,8","mV","25,0","°C","0","-50,8","mV","25,0","°C","0","-49,6","mV","25,0","°C",""
"12/03/2015 0:29:44","0","54,4","mV","25,0","°C","0","-1027,0","mV","25,0","°C","16","0,2","mV","22,8","°C","0","-1156,3","mV","25,0","°C","16","-52,6","mV","25,3","°C","0","-51,4","mV","25,0","°C","0","-50,9","mV","25,0","°C","0","-49,7","mV","25,0","°C",""
"12/03/2015 0:30:04","0","54,4","mV","25,0","°C","0","-1019,2","mV","25,0","°C","16","0,2","mV","22,9","°C","0","-1159,5","mV","25,0","°C","16","-53,0","mV","25,3","°C","0","-51,7","mV","25,0","°C","0","-51,2","mV","25,0","°C","0","-50,2","mV","25,0","°C",""
